population,median_income,median_house_val,num_of_white,num_of_black,num_of_indigenous,num_of_asian,num_of_islanders,num_of_others,state,county
202944.0,52563.0,148900.0,134869.0,4192.0,2965.0,2301.0,110.0,20381.0,AZ,027
58133.0,49736.0,119700.0,39368.0,12080.0,248.0,483.0,44.0,1547.0,TX,001
18184.0,80518.0,156500.0,13549.0,394.0,0.0,85.0,37.0,1979.0,TX,003
86584.0,52377.0,115600.0,63882.0,11917.0,767.0,867.0,0.0,2297.0,TX,005
24149.0,51509.0,184900.0,20967.0,41.0,294.0,343.0,0.0,771.0,TX,007
8616.0,67083.0,146600.0,8003.0,43.0,107.0,12.0,0.0,70.0,TX,009
1980.0,71136.0,155000.0,1854.0,13.0,21.0,3.0,0.0,23.0,TX,011
48684.0,63391.0,115900.0,37188.0,196.0,88.0,255.0,0.0,1897.0,TX,013
30132.0,68400.0,211200.0,22810.0,2685.0,26.0,219.0,0.0,3056.0,TX,015
6968.0,64044.0,93200.0,6041.0,17.0,61.0,51.0,0.0,795.0,TX,017
20839.0,64495.0,220200.0,17788.0,213.0,106.0,81.0,0.0,780.0,TX,019
94887.0,78339.0,209000.0,59039.0,6975.0,953.0,777.0,0.0,17904.0,TX,021
3491.0,43705.0,73900.0,2983.0,144.0,7.0,0.0,35.0,76.0,TX,023
31191.0,48822.0,93200.0,23097.0,2262.0,207.0,71.0,0.0,1011.0,TX,025
364703.0,57932.0,164200.0,210914.0,86420.0,2068.0,10567.0,2105.0,14795.0,TX,027
1990522.0,62169.0,187300.0,1273323.0,151122.0,14031.0,59864.0,2459.0,157628.0,TX,029
11313.0,71201.0,286900.0,9180.0,3.0,54.0,99.0,33.0,775.0,TX,031
550.0,68500.0,143300.0,518.0,0.0,0.0,0.0,0.0,0.0,TX,033
18275.0,59328.0,137800.0,15929.0,334.0,69.0,119.0,0.0,429.0,TX,035
92957.0,54949.0,132700.0,62978.0,23391.0,596.0,1176.0,6.0,1572.0,TX,037
368575.0,87958.0,225200.0,234325.0,55091.0,2121.0,25058.0,84.0,19006.0,TX,039
231095.0,52658.0,229700.0,168520.0,25741.0,743.0,13627.0,153.0,6809.0,TX,041
9501.0,48679.0,181700.0,7670.0,27.0,78.0,370.0,0.0,453.0,TX,043
1266.0,38469.0,72100.0,1076.0,31.0,0.0,0.0,11.0,31.0,TX,045
7100.0,26827.0,70100.0,4865.0,127.0,0.0,0.0,7.0,730.0,TX,047
38085.0,49232.0,114000.0,32042.0,1360.0,143.0,232.0,0.0,675.0,TX,049
17687.0,64109.0,124500.0,13380.0,2338.0,154.0,0.0,0.0,281.0,TX,051
48424.0,65363.0,229600.0,41346.0,708.0,156.0,331.0,75.0,2783.0,TX,053
45286.0,63380.0,162000.0,31561.0,2353.0,288.0,413.0,12.0,3359.0,TX,055
20367.0,61887.0,121700.0,15235.0,532.0,67.0,910.0,0.0,882.0,TX,057
13781.0,55820.0,111900.0,12675.0,137.0,11.0,52.0,0.0,178.0,TX,059
420554.0,43057.0,94200.0,309784.0,2714.0,946.0,2861.0,126.0,23399.0,TX,061
12498.0,50947.0,127300.0,8740.0,1955.0,27.0,88.0,0.0,1015.0,TX,063
5856.0,76786.0,101700.0,5376.0,58.0,146.0,17.0,23.0,126.0,TX,065
28692.0,49626.0,96900.0,22231.0,4954.0,58.0,192.0,0.0,384.0,TX,067
7450.0,53551.0,86300.0,5557.0,86.0,36.0,98.0,0.0,306.0,TX,069
45257.0,93707.0,241700.0,35837.0,3445.0,40.0,337.0,0.0,2740.0,TX,071
50564.0,54222.0,120400.0,36606.0,6959.0,784.0,228.0,18.0,1817.0,TX,073
6784.0,53092.0,100600.0,5039.0,594.0,27.0,5.0,0.0,338.0,TX,075
10236.0,69967.0,117900.0,9502.0,37.0,94.0,95.0,7.0,14.0,TX,077
2553.0,38203.0,44600.0,1671.0,157.0,7.0,2.0,0.0,132.0,TX,079
3288.0,42639.0,82400.0,2888.0,34.0,7.0,0.0,0.0,165.0,TX,081
7848.0,47216.0,83400.0,6501.0,206.0,62.0,91.0,2.0,334.0,TX,083
1039812.0,104327.0,355100.0,653729.0,105044.0,4649.0,169344.0,849.0,31110.0,TX,085
2948.0,42446.0,65300.0,2055.0,275.0,53.0,0.0,23.0,194.0,TX,087
20559.0,55945.0,161200.0,14047.0,2576.0,47.0,143.0,0.0,3205.0,TX,089
156257.0,85912.0,310900.0,131343.0,3571.0,431.0,1985.0,88.0,4484.0,TX,091
13540.0,55743.0,106400.0,10860.0,61.0,111.0,55.0,0.0,322.0,TX,093
3181.0,46719.0,85600.0,2721.0,65.0,15.0,17.0,0.0,66.0,TX,095
41215.0,63338.0,172500.0,35585.0,1170.0,320.0,326.0,6.0,545.0,TX,097
81692.0,58414.0,131200.0,54981.0,11640.0,633.0,1689.0,603.0,1932.0,TX,099
1560.0,43654.0,52000.0,1144.0,111.0,2.0,0.0,0.0,113.0,TX,101
4654.0,67804.0,106100.0,2292.0,58.0,12.0,147.0,6.0,1801.0,TX,103
2939.0,52731.0,121200.0,1391.0,46.0,0.0,0.0,0.0,1442.0,TX,105
5265.0,44304.0,61900.0,4076.0,217.0,0.0,33.0,15.0,513.0,TX,107
2209.0,34239.0,66700.0,1588.0,3.0,91.0,19.0,0.0,91.0,TX,109
7135.0,61069.0,101900.0,5645.0,3.0,34.0,0.0,0.0,667.0,TX,111
2604722.0,65011.0,213000.0,1348117.0,586142.0,14247.0,171844.0,936.0,229174.0,TX,113
12371.0,42778.0,82800.0,7860.0,1041.0,104.0,17.0,2.0,1382.0,TX,115
18675.0,49611.0,91700.0,14279.0,158.0,126.0,177.0,0.0,1311.0,TX,117
5251.0,58705.0,127400.0,4392.0,445.0,2.0,17.0,0.0,37.0,TX,119
885012.0,96265.0,321000.0,603389.0,90834.0,4616.0,83987.0,791.0,27797.0,TX,121
19834.0,57873.0,144700.0,12364.0,1613.0,285.0,11.0,0.0,4545.0,TX,123
1569.0,42241.0,59400.0,1314.0,33.0,5.0,8.0,5.0,149.0,TX,125
8840.0,25000.0,57700.0,5340.0,19.0,18.0,140.0,0.0,593.0,TX,127
3266.0,52888.0,67100.0,2861.0,221.0,7.0,8.0,0.0,83.0,TX,129
10001.0,43836.0,75200.0,8281.0,97.0,39.0,0.0,0.0,75.0,TX,131
17785.0,43953.0,82700.0,15818.0,399.0,81.0,80.0,0.0,289.0,TX,133
161258.0,64975.0,155100.0,106364.0,7814.0,1209.0,1866.0,108.0,25697.0,TX,135
1366.0,40000.0,70300.0,1350.0,1.0,2.0,0.0,0.0,10.0,TX,137
187984.0,85272.0,239000.0,138798.0,21196.0,1110.0,1371.0,55.0,10036.0,TX,139
860485.0,50919.0,131500.0,512529.0,27184.0,5161.0,10196.0,1319.0,128588.0,TX,141
42288.0,56691.0,176600.0,36384.0,605.0,585.0,445.0,63.0,2714.0,TX,143
17074.0,35317.0,80400.0,11169.0,3860.0,64.0,288.0,0.0,480.0,TX,145
35453.0,59686.0,158000.0,30547.0,2086.0,234.0,170.0,21.0,616.0,TX,147
24445.0,66624.0,211900.0,21228.0,1511.0,14.0,134.0,0.0,879.0,TX,149
3720.0,55862.0,67100.0,3103.0,77.0,20.0,8.0,0.0,137.0,TX,151
5478.0,54007.0,75900.0,4564.0,259.0,4.0,13.0,0.0,230.0,TX,153
1087.0,37679.0,52700.0,813.0,1.0,8.0,9.0,0.0,45.0,TX,155
806497.0,102590.0,287500.0,361145.0,163304.0,2211.0,169191.0,398.0,41215.0,TX,157
10413.0,61391.0,157200.0,8677.0,501.0,14.0,3.0,0.0,540.0,TX,159
19478.0,55910.0,136200.0,14701.0,2900.0,41.0,78.0,0.0,88.0,TX,161
18428.0,58456.0,100500.0,13300.0,753.0,40.0,197.0,0.0,1174.0,TX,163
21167.0,67728.0,136400.0,17999.0,476.0,142.0,203.0,0.0,607.0,TX,165
347084.0,79328.0,229300.0,250882.0,42793.0,968.0,11856.0,169.0,8867.0,TX,167
5734.0,64871.0,78900.0,4127.0,421.0,35.0,134.0,0.0,399.0,TX,169
26730.0,64438.0,324700.0,23510.0,42.0,667.0,95.0,0.0,1079.0,TX,171
1221.0,85417.0,203100.0,761.0,0.0,0.0,0.0,0.0,231.0,TX,173
7085.0,52335.0,146500.0,5897.0,345.0,22.0,11.0,0.0,165.0,TX,175
19720.0,55698.0,117100.0,12853.0,1341.0,19.0,130.0,44.0,3156.0,TX,177
21398.0,50635.0,82100.0,17135.0,1082.0,403.0,244.0,57.0,1303.0,TX,179
134205.0,62078.0,169100.0,110567.0,7531.0,999.0,2097.0,19.0,2908.0,TX,181
123744.0,56566.0,150900.0,83434.0,24095.0,185.0,1283.0,115.0,2166.0,TX,183
28878.0,59086.0,182500.0,20435.0,4244.0,98.0,115.0,0.0,1470.0,TX,185
169477.0,80047.0,220700.0,117593.0,14518.0,402.0,2852.0,73.0,12309.0,TX,187
32879.0,48649.0,83200.0,24341.0,1430.0,59.0,128.0,0.0,2267.0,TX,189
2875.0,41467.0,62500.0,2049.0,163.0,16.0,5.0,0.0,255.0,TX,191
8211.0,44030.0,122100.0,7549.0,22.0,20.0,9.0,2.0,104.0,TX,193
5332.0,47500.0,102900.0,4531.0,9.0,37.0,6.0,0.0,287.0,TX,195
3567.0,56400.0,57700.0,2913.0,46.0,30.0,90.0,0.0,129.0,TX,197
56124.0,65347.0,143700.0,49826.0,3409.0,162.0,276.0,0.0,570.0,TX,199
4697957.0,65788.0,201200.0,2443521.0,888826.0,23731.0,330239.0,2885.0,479518.0,TX,201
68674.0,57996.0,152200.0,47647.0,13745.0,228.0,533.0,0.0,2502.0,TX,203
5465.0,61196.0,181600.0,4406.0,424.0,24.0,27.0,0.0,112.0,TX,205
5420.0,48432.0,59700.0,4425.0,295.0,18.0,2.0,0.0,361.0,TX,207
234573.0,71061.0,278000.0,179703.0,9282.0,1622.0,3603.0,318.0,8268.0,TX,209
3450.0,54867.0,187200.0,2684.0,56.0,8.0,0.0,0.0,420.0,TX,211
81717.0,51963.0,126100.0,69801.0,4788.0,265.0,548.0,40.0,1051.0,TX,213
865677.0,44666.0,94600.0,557206.0,5144.0,1960.0,8342.0,204.0,92227.0,TX,215
35686.0,57800.0,114600.0,29351.0,2228.0,250.0,289.0,47.0,1836.0,TX,217
21670.0,49241.0,98600.0,16876.0,723.0,94.0,77.0,21.0,1121.0,TX,219
60521.0,75851.0,219300.0,55640.0,593.0,391.0,386.0,53.0,652.0,TX,221
36666.0,57745.0,142600.0,30173.0,2555.0,146.0,304.0,52.0,1978.0,TX,223
22288.0,43644.0,118100.0,15075.0,5560.0,61.0,72.0,0.0,453.0,TX,225
34620.0,60260.0,121200.0,26591.0,1909.0,279.0,298.0,8.0,2812.0,TX,227
3322.0,32404.0,52800.0,1553.0,45.0,33.0,25.0,0.0,550.0,TX,229
98783.0,61053.0,151800.0,76724.0,7313.0,817.0,1110.0,34.0,6611.0,TX,231
20801.0,57288.0,86200.0,16774.0,463.0,382.0,105.0,114.0,876.0,TX,233
1555.0,39770.0,114200.0,1087.0,86.0,0.0,0.0,0.0,329.0,TX,235
8494.0,56916.0,100700.0,7655.0,368.0,0.0,50.0,0.0,96.0,TX,237
14971.0,60807.0,115100.0,12153.0,1116.0,11.0,93.0,6.0,669.0,TX,239
33369.0,44356.0,106600.0,25310.0,5168.0,80.0,141.0,8.0,1099.0,TX,241
2021.0,38659.0,151200.0,1838.0,36.0,0.0,0.0,0.0,35.0,TX,243
256755.0,53613.0,129600.0,130837.0,85721.0,973.0,9723.0,136.0,9998.0,TX,245
4864.0,37342.0,88000.0,4034.0,14.0,0.0,0.0,0.0,187.0,TX,247
39203.0,47629.0,78000.0,35490.0,331.0,256.0,36.0,156.0,875.0,TX,249
177022.0,70767.0,182800.0,151503.0,7806.0,558.0,1984.0,82.0,4437.0,TX,251
19721.0,55575.0,79000.0,13746.0,2419.0,85.0,52.0,0.0,1442.0,TX,253
14823.0,49526.0,111900.0,11128.0,838.0,67.0,92.0,4.0,573.0,TX,255
140145.0,75187.0,216300.0,100433.0,19113.0,450.0,1889.0,112.0,4890.0,TX,257
43842.0,100706.0,393200.0,36353.0,123.0,223.0,457.0,141.0,2451.0,TX,259
169.0,42778.0,-666666666.0,143.0,0.0,1.0,1.0,0.0,1.0,TX,261
632.0,63994.0,91400.0,538.0,7.0,0.0,0.0,0.0,41.0,TX,263
52411.0,62204.0,212300.0,42160.0,755.0,205.0,409.0,15.0,3792.0,TX,265
4295.0,55677.0,131700.0,3546.0,41.0,21.0,0.0,0.0,175.0,TX,267
229.0,42125.0,22600.0,203.0,0.0,0.0,0.0,0.0,8.0,TX,269
3199.0,58925.0,98800.0,3011.0,0.0,2.0,0.0,0.0,0.0,TX,271
31015.0,49986.0,98000.0,21277.0,959.0,120.0,492.0,0.0,1227.0,TX,273
3384.0,50163.0,47000.0,2607.0,205.0,0.0,59.0,0.0,149.0,TX,275
49932.0,51561.0,122100.0,39247.0,6715.0,462.0,378.0,18.0,674.0,TX,277
13147.0,50041.0,66200.0,10598.0,447.0,64.0,81.0,40.0,365.0,TX,279
21443.0,66506.0,174300.0,17622.0,792.0,149.0,288.0,41.0,487.0,TX,281
6956.0,61042.0,83000.0,4537.0,147.0,0.0,9.0,0.0,606.0,TX,283
20287.0,57602.0,176900.0,15888.0,1214.0,30.0,72.0,2.0,2118.0,TX,285
17393.0,60750.0,189400.0,13848.0,1939.0,12.0,208.0,0.0,321.0,TX,287
15877.0,48676.0,125800.0,13459.0,989.0,57.0,145.0,45.0,789.0,TX,289
89948.0,53871.0,128400.0,64613.0,8056.0,427.0,399.0,8.0,8251.0,TX,291
22252.0,49507.0,116300.0,15395.0,3754.0,115.0,222.0,49.0,375.0,TX,293
3138.0,66250.0,110100.0,2363.0,33.0,22.0,37.0,5.0,346.0,TX,295
11378.0,52870.0,117500.0,10432.0,257.0,26.0,77.0,0.0,293.0,TX,297
21246.0,62839.0,246600.0,19159.0,128.0,198.0,84.0,0.0,678.0,TX,299
83.0,-666666666.0,-666666666.0,82.0,0.0,0.0,1.0,0.0,0.0,TX,301
308580.0,56529.0,158700.0,228742.0,22378.0,2167.0,7231.0,322.0,18542.0,TX,303
5587.0,49747.0,94300.0,4264.0,57.0,12.0,21.0,9.0,247.0,TX,305
7676.0,46552.0,86400.0,6077.0,75.0,26.0,71.0,0.0,335.0,TX,307
258031.0,53723.0,165400.0,185534.0,36788.0,1001.0,4277.0,168.0,8127.0,TX,309
729.0,63056.0,89300.0,607.0,0.0,5.0,0.0,0.0,26.0,TX,311
13579.0,59923.0,117200.0,9676.0,2185.0,45.0,180.0,0.0,483.0,TX,313
9748.0,43153.0,98200.0,7040.0,2196.0,22.0,24.0,44.0,143.0,TX,315
5213.0,69194.0,147300.0,4355.0,28.0,0.0,8.0,11.0,609.0,TX,317
3948.0,73186.0,236600.0,3391.0,1.0,75.0,32.0,0.0,334.0,TX,319
36323.0,48566.0,136000.0,22707.0,3657.0,100.0,675.0,120.0,6643.0,TX,321
57769.0,44502.0,108800.0,38877.0,256.0,1261.0,54.0,0.0,4133.0,TX,323
50458.0,67180.0,165100.0,39631.0,1242.0,328.0,435.0,0.0,2443.0,TX,325
1981.0,40341.0,82600.0,1560.0,1.0,33.0,0.0,0.0,146.0,TX,327
166964.0,88210.0,245600.0,122405.0,10723.0,1158.0,3379.0,59.0,13466.0,TX,329
24895.0,52810.0,126100.0,20079.0,2444.0,39.0,172.0,56.0,889.0,TX,331
4520.0,53483.0,159700.0,3826.0,24.0,4.0,9.0,0.0,164.0,TX,333
8903.0,50144.0,68800.0,6962.0,585.0,60.0,0.0,0.0,401.0,TX,335
19850.0,59127.0,138800.0,18343.0,141.0,86.0,0.0,1.0,498.0,TX,337
607999.0,88597.0,257700.0,479464.0,32831.0,2182.0,19744.0,126.0,20379.0,TX,339
21494.0,55543.0,115300.0,15005.0,847.0,157.0,958.0,0.0,2297.0,TX,341
11988.0,46468.0,97700.0,8267.0,2668.0,37.0,177.0,3.0,547.0,TX,343
1269.0,59286.0,59000.0,1089.0,15.0,0.0,0.0,0.0,84.0,TX,345
64822.0,47306.0,140900.0,45160.0,11916.0,556.0,680.0,17.0,1807.0,TX,347
51908.0,50466.0,115800.0,36050.0,5815.0,122.0,341.0,825.0,5428.0,TX,349
12532.0,38116.0,81600.0,9304.0,2571.0,60.0,85.0,0.0,67.0,TX,351
14727.0,44700.0,78300.0,11902.0,721.0,51.0,63.0,0.0,871.0,TX,353
353594.0,59477.0,155400.0,255546.0,12871.0,911.0,7558.0,106.0,12344.0,TX,355
10063.0,57413.0,109200.0,7692.0,82.0,73.0,48.0,0.0,1087.0,TX,357
2251.0,68077.0,104900.0,1982.0,104.0,5.0,22.0,0.0,15.0,TX,359
85045.0,68756.0,131700.0,71215.0,7382.0,144.0,705.0,41.0,935.0,TX,361
28303.0,59796.0,127600.0,24887.0,700.0,302.0,280.0,0.0,831.0,TX,363
22583.0,54853.0,120700.0,17620.0,2966.0,17.0,186.0,0.0,154.0,TX,365
144803.0,88535.0,264100.0,129416.0,2248.0,732.0,1014.0,45.0,3016.0,TX,367
9874.0,62885.0,106400.0,7710.0,99.0,49.0,23.0,0.0,404.0,TX,369
15202.0,55652.0,113100.0,11169.0,592.0,162.0,139.0,24.0,1269.0,TX,371
49372.0,52826.0,126200.0,39440.0,4438.0,683.0,420.0,24.0,1148.0,TX,373
119043.0,45096.0,102000.0,85838.0,12191.0,921.0,6219.0,88.0,4151.0,TX,375
6328.0,26395.0,72100.0,4404.0,0.0,118.0,86.0,0.0,231.0,TX,377
12013.0,55758.0,153800.0,11064.0,341.0,111.0,130.0,0.0,197.0,TX,379
139176.0,70544.0,181900.0,116445.0,4606.0,1068.0,2797.0,267.0,4004.0,TX,381
3363.0,62829.0,103500.0,1711.0,85.0,0.0,62.0,0.0,1090.0,TX,383
2852.0,44083.0,192500.0,2732.0,39.0,0.0,0.0,0.0,59.0,TX,385
11685.0,40674.0,100400.0,9161.0,1716.0,207.0,71.0,3.0,170.0,TX,387
14584.0,53548.0,97900.0,9911.0,322.0,17.0,174.0,28.0,2161.0,TX,389
6822.0,50745.0,84400.0,5190.0,476.0,13.0,14.0,0.0,241.0,TX,391
724.0,62717.0,140600.0,694.0,0.0,2.0,0.0,0.0,0.0,TX,393
16839.0,55709.0,121600.0,11872.0,3453.0,9.0,58.0,7.0,361.0,TX,395
105227.0,111595.0,300200.0,81467.0,7606.0,936.0,3260.0,50.0,4017.0,TX,397
9887.0,52103.0,85200.0,8328.0,267.0,62.0,9.0,0.0,339.0,TX,399
52542.0,60330.0,134900.0,38398.0,8615.0,30.0,271.0,61.0,969.0,TX,401
9974.0,41308.0,114300.0,8795.0,550.0,45.0,124.0,25.0,109.0,TX,403
7964.0,43130.0,72200.0,5708.0,1785.0,38.0,4.0,0.0,331.0,TX,405
27380.0,46678.0,135200.0,21421.0,2607.0,142.0,44.0,9.0,562.0,TX,407
68600.0,59532.0,141900.0,55501.0,1391.0,50.0,657.0,147.0,2537.0,TX,409
5775.0,46927.0,121100.0,4713.0,103.0,3.0,8.0,10.0,482.0,TX,411
2547.0,61094.0,89300.0,1599.0,30.0,1.0,0.0,14.0,867.0,TX,413
16985.0,53376.0,94900.0,13454.0,722.0,22.0,96.0,0.0,1321.0,TX,415
3145.0,54896.0,153100.0,2932.0,7.0,19.0,5.0,0.0,72.0,TX,417
24254.0,44504.0,87200.0,17717.0,4506.0,346.0,117.0,0.0,778.0,TX,419
2357.0,55667.0,95300.0,1865.0,2.0,0.0,55.0,0.0,221.0,TX,421
231429.0,62518.0,171700.0,171794.0,39402.0,972.0,3907.0,203.0,5345.0,TX,423
9170.0,89253.0,224700.0,7553.0,190.0,24.0,97.0,0.0,415.0,TX,425
65568.0,33334.0,80300.0,46351.0,84.0,50.0,5.0,0.0,3498.0,TX,427
9142.0,46537.0,82800.0,7768.0,294.0,0.0,86.0,0.0,334.0,TX,429
1391.0,55481.0,78900.0,1070.0,2.0,3.0,13.0,0.0,97.0,TX,431
1358.0,62273.0,55300.0,1249.0,13.0,36.0,0.0,0.0,26.0,TX,433
3417.0,61538.0,129600.0,1832.0,4.0,25.0,0.0,5.0,1385.0,TX,435
7055.0,39685.0,78300.0,5636.0,570.0,90.0,47.0,9.0,167.0,TX,437
2091953.0,73545.0,229200.0,1245396.0,354778.0,10290.0,118506.0,4084.0,179266.0,TX,439
141739.0,57811.0,147200.0,104458.0,11057.0,490.0,3312.0,60.0,11788.0,TX,441
979.0,47012.0,94800.0,866.0,14.0,0.0,0.0,0.0,23.0,TX,443
11937.0,47734.0,85200.0,9030.0,245.0,14.0,2.0,0.0,538.0,TX,445
1426.0,47500.0,62800.0,1318.0,5.0,0.0,0.0,0.0,9.0,TX,447
31327.0,53818.0,104800.0,21018.0,2985.0,96.0,243.0,0.0,4181.0,TX,449
119048.0,62052.0,156600.0,91685.0,4782.0,619.0,1666.0,69.0,7440.0,TX,451
1267795.0,85043.0,368000.0,838840.0,105127.0,9418.0,89571.0,533.0,111393.0,TX,453
13695.0,45392.0,92500.0,11486.0,1170.0,24.0,12.0,0.0,446.0,TX,455
20032.0,49130.0,108900.0,16742.0,2066.0,13.0,129.0,0.0,255.0,TX,457
40781.0,55046.0,153600.0,34567.0,3322.0,157.0,179.0,0.0,895.0,TX,459
3340.0,58333.0,86200.0,1427.0,126.0,16.0,17.0,0.0,1632.0,TX,461
24918.0,51602.0,101300.0,21024.0,282.0,144.0,271.0,0.0,1208.0,TX,463
47767.0,51949.0,113900.0,37529.0,579.0,152.0,316.0,4.0,3448.0,TX,465
58782.0,61121.0,160300.0,53815.0,1718.0,388.0,251.0,11.0,911.0,TX,467
91280.0,60598.0,158200.0,68748.0,5262.0,534.0,1093.0,65.0,3727.0,TX,469
76506.0,44104.0,167800.0,52164.0,17517.0,158.0,853.0,240.0,1330.0,TX,471
55505.0,65379.0,241700.0,30114.0,13139.0,289.0,732.0,18.0,7782.0,TX,473
11375.0,66216.0,102900.0,9168.0,425.0,28.0,285.0,0.0,869.0,TX,475
35561.0,65913.0,218200.0,26561.0,6031.0,61.0,473.0,0.0,602.0,TX,477
266963.0,54618.0,143300.0,182385.0,1161.0,527.0,1322.0,10.0,10927.0,TX,479
41602.0,53963.0,156300.0,30676.0,5503.0,43.0,177.0,0.0,1749.0,TX,481
5091.0,52138.0,85500.0,4377.0,94.0,6.0,14.0,0.0,249.0,TX,483
129419.0,53272.0,109600.0,97668.0,13386.0,1116.0,2776.0,139.0,5285.0,TX,485
12887.0,45262.0,76200.0,9247.0,989.0,147.0,415.0,0.0,814.0,TX,487
20423.0,39401.0,62000.0,16239.0,129.0,118.0,0.0,0.0,549.0,TX,489
591759.0,94705.0,308400.0,425221.0,38708.0,2273.0,44419.0,675.0,21106.0,TX,491
49374.0,84042.0,231100.0,40877.0,764.0,174.0,272.0,0.0,1470.0,TX,493
7629.0,67904.0,87400.0,5765.0,146.0,280.0,58.0,3.0,329.0,TX,495
67877.0,75482.0,197300.0,59937.0,974.0,479.0,278.0,101.0,3593.0,TX,497
44615.0,58418.0,153900.0,38626.0,2100.0,106.0,269.0,21.0,1120.0,TX,499
7707.0,73102.0,155000.0,5727.0,103.0,70.0,49.0,0.0,717.0,TX,501
17894.0,52074.0,135500.0,16391.0,224.0,107.0,35.0,0.0,482.0,TX,503
13945.0,34406.0,82800.0,9543.0,0.0,0.0,189.0,0.0,893.0,TX,505
9900.0,44573.0,63300.0,7396.0,44.0,0.0,34.0,0.0,391.0,TX,507
